sk_cliente,cliente_id_natural,chartmogul_id,external_id,email,nombre_cliente,empresa,pais_codigo,estado_cliente,lead_status,fecha_cliente_desde,mrr,arr,es_cliente_pago,es_activo,es_churn,es_past_due
116,cus_15ae6553-bd01-4341-9a11-e557f5491815,200943549,cus_RN0ihQTh4pZLCY,sergiodardano@grupodarco.com,Sergio Dardano Rivera,,SV,Active,New Lead,2024-12-09,35900.0,430800.0,1,1,0,0
117,cus_66d5faf7-1306-4671-9835-defd1c37c307,201161301,cus_RNisfHJc0Dw2fM,exedraestudio2021@gmail.com,JORGE A VALERO M,,MX,Cancelled,New Lead,2024-12-11,0.0,0.0,0,0,1,0
118,cus_ebcc7644-fab9-4183-aca4-d1799dd52e9b,201633243,cus_RPb5i7ALFeisCq,gerencia@bruniccontratistas.com,Bruno Vazquez,,PA,Cancelled,New Lead,2024-12-16,0.0,0.0,0,0,1,0
119,cus_51800acc-bab5-4596-9eb0-640c1fa1f0f3,201721160,cus_RPurVTZVXx9pr9,jcasanasarq@gmail.com,Jorge Ivan Casañas Vasto,,MX,Cancelled,New Lead,2024-12-17,0.0,0.0,0,0,1,0
120,cus_9e7fe8d1-352c-4196-86f6-786009523f27,202057170,cus_RQfUSY3p05p9ic,financiero@tde.cr,Tierras de ensueño d,,CR,Cancelled,New Lead,2024-12-19,0.0,0.0,0,0,1,0
121,cus_fc3e2808-1b11-45d0-8cd2-4da7baa574a4,202120029,cus_RR1gnamxj4w17V,wilfidocortez21@gmail.com,WILFIDO CORTEZ,,GT,Cancelled,New Lead,2024-12-20,0.0,0.0,0,0,1,0
122,cus_18437444-18e3-4a88-9bbc-a4e582687749,202133381,cus_RR6QoCs5DNqn2t,estebanarayas@icloud.com,Esteban  Araya,,CR,Cancelled,New Lead,2024-12-20,0.0,0.0,0,0,1,0
123,cus_b227ba57-2638-4434-8de3-67adbac91f4f,203037812,cus_RWFB53ayO0zXhM,miguelhuertarangel@hotmail.com,Miguel Huerta Rangel,,MX,Cancelled,New Lead,2025-01-03,0.0,0.0,0,0,1,0
124,cus_a60bb665-789f-42ed-aec1-62a755b1e58a,203676845,cus_RXrPQ3jkZ4aB2Q,josechacon.95@gmail.com,José Luis Chacón,,GT,Cancelled,New Lead,2025-01-07,0.0,0.0,0,0,1,0
125,cus_6c803372-eda3-4a2d-a9f1-71d843a8e77e,204015874,cus_RYzAlS7H9R2U79,koke131293@gmail.com,Jorge Alvarez,,GT,Cancelled,New Lead,2025-01-10,0.0,0.0,0,0,1,0
126,cus_70a4f064-248f-4f7a-8593-ca8b7d65655c,204222940,cus_Ra3GI85QUSH6cq,romulob@pavelum.com,Romulo Betancourt,,PA,Active,New Lead,2025-01-13,20000.0,240000.0,1,1,0,0
127,cus_4f31407a-0f46-4351-89f2-d16e4635e734,204693594,cus_RbCPsSUpznzmu0,fe@managercr.com,Edwin Mendieta Molina,,CR,Cancelled,New Lead,2025-01-16,0.0,0.0,0,0,1,0
128,cus_154ef936-2ff9-470c-a567-1a6cda969d22,204789586,cus_RbdeB5b9vfFR6H,eduardoarata@gmail.com,Eduardo  Arata,,CR,Active,New Lead,2025-01-18,20833.0,249996.0,1,1,0,0
129,cus_e2895a0e-6fc6-47da-a4c8-79b28d767ab1,205256994,cus_RdRgTle8fHI8KX,jmontes@ia-construcciones.com,FORMEX CONSTRUCCIONES,,MX,Cancelled,New Lead,2025-01-22,0.0,0.0,0,0,1,0
130,cus_7a6fed42-150d-4e68-9939-aaca2eb6419b,205322126,cus_RdjZnUQXGN1fJR,facturacion.centro@parquetempisque.com,Centro de Comunidad LLC,,CR,Active,New Lead,2025-01-23,42500.0,510000.0,1,1,0,0
131,cus_f8ad0655-d2cc-463f-8adb-42cd42033aaf,205418772,cus_Re9qvvz0qNN4vu,arq_rnunez@yahoo.com.mx,inmobiliaria getafe,,MX,Cancelled,New Lead,2025-01-24,0.0,0.0,0,0,1,0
132,cus_184098e1-229a-4860-afc1-b4995cb690aa,205665763,cus_RfGJa6zUVPE21a,marcoavilao@gmail.com,Marco A. Avila O.,,CR,Cancelled,New Lead,2025-01-27,0.0,0.0,0,0,1,0
133,cus_70e2bfbf-626c-4aeb-9383-0f79cd8c6f05,205887921,cus_Rg3MrUvMxfdmVB,c.valentino@indumex.mx,Andrea Patiño,,MX,Cancelled,New Lead,2025-01-29,0.0,0.0,0,0,1,0
134,cus_ff4dfc50-5aea-4722-8fa4-349742050adc,206038851,cus_RgTYjpIOeVv5Z1,ronycarrillo@modernconstructionsgt.com,Rony carrillo,,GT,Cancelled,New Lead,2025-01-31,0.0,0.0,0,0,1,0
135,cus_246d9ab7-c656-4897-ae8d-408818db3aa4,206649042,cus_RiFu0mIUFtbLNW,camila.milanes@siccsacr.com,SICCSA,,CR,Cancelled,New Lead,2025-02-04,0.0,0.0,0,0,1,0
136,cus_d4d54ff9-4a58-4fc2-835e-74fbceecd6e8,206930718,cus_Rj4peBRmmKyJVE,tesoreria@cotyssa.com,ALVARO MALDONADO COTYSSA/COTIZACIONES Y SER,,GT,Active,New Lead,2025-02-06,20833.0,249996.0,1,1,0,0
137,cus_ba607676-4d31-4aca-bf5d-798a4de0d17c,207875162,cus_RlgAmUJL1wAfyb,antoniomarsal@pinsepa.com,PINTURAS Y SERVICIOS DEL PACIFICO S A (PINSEPA),,PA,Active,New Lead,2025-02-13,20833.0,249996.0,1,1,0,0
138,cus_4fb0c386-2f11-438a-8eec-31f505254d88,207884429,cus_Rli3bBnSgEYMJp,jpastrana@kann.com.mx,KANNJP,,MX,Active,New Lead,2025-02-13,12417.0,149004.0,1,1,0,0
139,cus_b789a6de-56e4-41f4-8e12-08e13ff53dad,208361295,cus_RnCejtHOaNgmW8,mrafael@grupoancona.com,Jheyson Najera,,GT,Active,New Lead,2025-02-17,39900.0,478800.0,1,1,0,0
140,cus_fe7b068f-b09f-42af-acf1-3987afe76675,208399884,cus_RnEVIbCVRv2VlG,joseroman@hidrotec.com.mx,"Hidrotec, S.A. De C.V.",,MX,Cancelled,New Lead,2025-02-18,0.0,0.0,0,0,1,0
141,cus_baf3a067-4ecd-4efd-b411-fa9d1739ba1f,209111080,cus_RnpQ0VNSqhTvD9,eddy.moraless@hotmail.com,Eddy  Perez,,GT,Cancelled,New Lead,2025-02-19,0.0,0.0,0,0,1,0
142,cus_ed491ed8-17e3-4d8a-b6e5-76a6b8a2038f,209172835,cus_RnqtWi7ZjRYJuB,gem14.desarrollos@gmail.com,Desarrollos Blue Heart,,MX,Cancelled,New Lead,2025-02-20,0.0,0.0,0,0,1,0
143,cus_17e4edde-1808-4294-98bf-02e33c77da08,209687434,cus_RoMnubw6odzKaF,erickwalter@inmobilitown.com,Erick Walter Corral Jimenez,,MX,Cancelled,New Lead,2025-02-21,0.0,0.0,0,0,1,0
144,cus_0298f8eb-eeac-4deb-9464-3dfb0ffb7203,209813273,cus_Rois7nsmTAmaD8,mrodriguez@qbo3.com,CUBO TRES CONSTRUCCIÓN S.A.,,CR,Active,New Lead,2025-02-21,25000.0,300000.0,1,1,0,0
145,cus_b8ea2fa9-fcb5-4937-9b12-5d58daaa5f32,210180142,cus_Rq6QxYPtcxm4T1,facota2302@gmail.com,Maria Laura  Lopez Mora,,CR,Cancelled,New Lead,2025-02-25,0.0,0.0,0,0,1,0
146,cus_97836fb9-f8f2-4d7a-9a4f-72fc3ecf218d,210210790,cus_RqBhZ6BxMJqk5z,alvarosalazar868@gmail.com,Alvaro Salazar,,CR,Cancelled,New Lead,2025-02-25,0.0,0.0,0,0,1,0
147,cus_c49e4fd1-3046-4038-b7ba-b2cdf7485f82,210626948,cus_Rqb2THenKitzKb,azamora@sinelec.net,Alina Zamora S,,CR,Active,New Lead,2025-02-26,27500.0,330000.0,1,1,0,0
148,cus_3bc95e42-31c3-4840-ac16-b5d5e34adec4,211027726,cus_RrM3VMZrIsS5xa,info@nemesis.cr,Sebastián Montero Camacho,,CR,Active,New Lead,2025-02-28,25000.0,300000.0,1,1,0,0
149,cus_b78b0560-1042-493c-80fb-bb90f1b5f9bc,213198470,cus_RtAiuRj9KS00xi,jacobo@regalosups.com,Jacobo Simon,,SV,Cancelled,New Lead,2025-03-05,0.0,0.0,0,0,1,0
150,cus_c6417ab5-dfcb-4fe1-9c6b-b5fb2c55d5f0,213377784,cus_RtEsKGLVqE1sU1,domingo.lima@landa.com.gt,DOMINGO LIMA,,GT,Cancelled,New Lead,2025-03-06,0.0,0.0,0,0,1,0
151,cus_c3c30c4b-a595-42a1-baf7-fe4be6594044,217786103,cus_RwCgfbDcqxBdTe,apiedra@alfa.cr,Desarrollos y Construcción Alfaco Limitada,,CR,Active,New Lead,2025-03-13,20000.0,240000.0,1,1,0,0
152,cus_6944c758-1311-49ed-86cf-a3498b671678,219246225,cus_Ry4mrsC4fyA2El,echacon@modulares.com,Luis Fernando Portocarrero,,GT,Active,New Lead,2025-03-18,20833.0,249996.0,1,1,0,0
153,cus_0877594a-e9e5-42cf-ac82-bd0c506c04ab,219351641,cus_RyS5Z6D200d8z2,alanpaul8@gmail.com,Grupo Tensar,,GT,Cancelled,New Lead,2025-03-19,0.0,0.0,0,0,1,0
154,cus_3da70039-5538-4e3d-a442-3b2248dc023d,221168525,cus_S1Mn1faQvdRaBx,fleduardo15@gmail.com,Eduardo Flores,,HN,Cancelled,New Lead,2025-03-27,0.0,0.0,0,0,1,0
155,cus_823c0bf1-253b-41b7-9b86-b07d336e1cf7,221326959,cus_S1l9M2O76PKXKK,jaimesevilla@grupocoso.com,JJS COSO CONSTRUCCIONES,,MX,Past Due,New Lead,2025-03-28,30000.0,360000.0,1,0,0,1
156,cus_21bc8185-23bb-4c4d-9d40-0a1686246a00,221572470,cus_S2tikZEg0hAkf2,jesus.espinosa@constructoracimenter.com,Constructora cimenter sa de cv,,MX,Cancelled,New Lead,2025-03-31,0.0,0.0,0,0,1,0
157,cus_9152e1bd-08df-434f-86e5-3ce1d7c03648,222228990,cus_S3gdkEpRfNjGlV,omar.osoy@tecuntrac.com,Omar Osoy,,GT,Cancelled,New Lead,2025-04-02,0.0,0.0,0,0,1,0
158,cus_e4234dd7-e49e-4e05-b889-616e7950ce21,222365841,cus_S42YWhPF0icbHN,giordanoisnardi@gmail.com,Giordano Isnardi,,HN,Active,New Lead,2025-04-03,24917.0,299004.0,1,1,0,0
159,cus_9efa94aa-98d4-4960-9ca9-1968dd515e77,222487956,cus_S4RBulNlvTy6nA,nacho.aliaga94@gmail.com,"GH ARQUITECTURA Y CONSULTORIA, LTDA",,CR,Cancelled,New Lead,2025-04-04,0.0,0.0,0,0,1,0
160,cus_1733ae3f-7bdc-4167-8c56-fad87333e8e1,222470915,cus_S4N78skr71dBCQ,gontivero@formatocr.com,Luis David Diaz,,CR,Active,New Lead,2025-04-07,25000.0,300000.0,1,1,0,0
161,cus_9678c110-8b8d-4219-b42f-1dedd959ff75,222733998,cus_S5XIhXY3U4w5ox,jpulloa@somesa-cr.com,JUAN PABLO ULLOA,,CR,Cancelled,New Lead,2025-04-07,0.0,0.0,0,0,1,0
162,cus_58d2b10d-4d73-4bcd-8a9a-562554c71f93,224022838,cus_S86qpJ5iwtdn1m,diego.castro@construraices.com,Construraices SA,,CR,Active,New Lead,2025-04-14,30000.0,360000.0,1,1,0,0
163,cus_71b4384b-6918-4bdc-951f-70ac12b6bfe1,225457202,cus_SCI7ppeMWIv7F3,leonromano9@gmail.com,MIRIAM GUINDI ESQUENAZI,,MX,Cancelled,New Lead,2025-04-25,0.0,0.0,0,0,1,0
164,cus_71e39c2d-61a2-4dc3-b0eb-af43a13ac45c,225704597,cus_SDOVzgeYfshVjN,romiza71@gmail.com,MARIA DEL ROCIO MIRANDA  ZAYAS,,MX,Cancelled,New Lead,2025-04-28,0.0,0.0,0,0,1,0
165,cus_68e4ace2-f05f-4555-9856-67cad205ad72,225833359,cus_SDspoK2bkukV7Z,sl@laarq.mx,"SLARQ, S. de R.L. de C.V.",,MX,Cancelled,New Lead,2025-04-30,0.0,0.0,0,0,1,0
166,cus_c706a1f5-6ae3-4dc4-800a-8683021bbbf6,225895048,cus_SE7554hK8ZoL7t,franklin@crato.com.mx,CRATO EDIFICACIONES SA DE CV,,MX,Past Due,New Lead,2025-04-30,28030.0,336360.0,1,0,0,1
167,cus_080af128-5ec4-4fcf-bcc9-47e3888c225c,225903499,cus_SE8vPnmDyhb7dK,lopez@garabatoarquitectura.com,Garabato Arquitectura S.A.,,GT,Cancelled,New Lead,2025-04-30,0.0,0.0,0,0,1,0
168,cus_89ca7eaa-4a18-4aca-89a9-612428f99b55,226113550,cus_SEtUGAtABO1DtV,crojas@3lineasarquitectura.com,Carlos Rojas Picado,,CR,Active,New Lead,2025-05-02,33250.0,399000.0,1,1,0,0
169,cus_eab50044-ad16-4e8d-92d9-907f9a76d7ce,226443715,cus_SG2DLZXuzsy00r,pablo.m@constructoracapital.gt,Pablo Mancio Camargo,,GT,Cancelled,New Lead,2025-05-05,0.0,0.0,0,0,1,0
170,cus_e48d701f-d9c1-4949-a8cb-922dee47209f,226904407,cus_SHX9LdWBNVMDHp,hectorjavier@gutierrezyasociadoshn.com,Gutierrez y Asociados S de R.L de C.V,,HN,Cancelled,New Lead,2025-05-09,0.0,0.0,0,0,1,0
171,cus_4150acc1-85c3-4c10-a127-cd6c80f9bfa6,227369610,cus_SJLG0LyFeWrmI7,danielebriceo@gmail.com,Daniel Briceño,,HN,Cancelled,New Lead,2025-05-14,0.0,0.0,0,0,1,0
172,cus_1b077d4a-ee51-45e8-9a67-bc4a68c5dbee,227482419,cus_SJiouwVgVx9JXW,eduardo@tecki.com,"Servicios de Mano de Obra , S.A.",NIT 26246716,GT,Cancelled,New Lead,2025-05-15,0.0,0.0,0,0,1,0
173,cus_70f49e7c-16e5-4162-b07b-4dde16db91fa,227950956,cus_SLb5j5yPsOE6w2,rrich@grupodomex.com,"APLYTEK, S.A.",,GT,Active,New Lead,2025-05-20,25000.0,300000.0,1,1,0,0
174,cus_52921649-cceb-4606-a8ed-e9ea65867427,228074226,cus_SM084qPMMvMIGI,alvaro@luxconstruccion.com,Lux Arquitectura Mas C.,,CR,Active,New Lead,2025-05-21,29900.0,358800.0,1,1,0,0
175,cus_0c56dccd-cab6-4f8d-8b48-38e8b1c3bd2e,228195213,cus_SMQszLo0OOmDWi,contabilidad02@dogalingenieros.com,Juan Dopeso,,PA,Active,New Lead,2025-05-22,39900.0,478800.0,1,1,0,0
176,cus_268cf92a-30d0-4b64-8358-348835ad55da,228351767,cus_SN69JZngZgmo9W,c.viesca@viescarquitectos.com,Carlos Eduardo Viesca Valdez,,MX,Cancelled,New Lead,2025-05-24,0.0,0.0,0,0,1,0
177,cus_d0a892cb-5f98-4a7b-9ce8-067330837ffa,228547246,cus_SNq8iODLrrTzzv,info@kolemarquitectos.com,LAINEZ LOPEZ QUQULKAN,,GT,Active,New Lead,2025-05-26,15000.0,180000.0,1,1,0,0
178,cus_4cd60142-9485-4853-bba1-45d7cd9848d1,228846932,cus_SOgn6gUxgCGlA0,blancasimental@hotmail.com,jaime mendoza orozco,,MX,Active,New Lead,2025-05-28,33333.0,399996.0,1,1,0,0
179,cus_dfbf43e6-bf51-47b7-a838-8862c6194141,228928582,cus_SOyyH4ixJBQRRm,jmonge@vmocr.com,Jordan Monge Aguilar,,CR,Cancelled,New Lead,2025-05-29,0.0,0.0,0,0,1,0
180,cus_ac0da2a6-48a5-4197-8248-4d5d49b3621c,229063365,cus_SPRysIecKj0d6f,ventas.gt@prodarcon.com,Belkis sarahi Alvarenga,,GT,Cancelled,New Lead,2025-05-31,0.0,0.0,0,0,1,0
181,cus_414c99d6-e9ab-4633-a219-e087f7c7d562,229644945,cus_SRZLNWTOQmGfiQ,direccion@grupolow.mx,ALEJANDRO LOWEREE HERNANDEZ,,MX,Cancelled,New Lead,2025-06-05,0.0,0.0,0,0,1,0
182,cus_72192474-6eb3-4a7b-958f-8fecb1c7faf3,227355825,cus_SJJ3sm8oy7mVBK,sd@tresesenta.com.pa,Tresesenta PM,RUC. 155766380-2-2025 DV68,PA,Active,New Lead,2025-06-05,25000.0,300000.0,1,1,0,0
183,cus_485cbfb0-5aed-41f3-b5c7-69bc6e52a9c5,230008374,cus_ST7suHWhtHxTib,santiago@jadeurbana.com,JADE URBANA OPERACION,,MX,Active,New Lead,2025-06-09,24917.0,299004.0,1,1,0,0
184,cus_af311238-ba47-412d-a845-e75cb1278d6e,230507893,cus_SUzawurug7oOce,organicaconstructorahn@gmail.com,MARCO A CALIX S,,HN,Cancelled,New Lead,2025-06-14,0.0,0.0,0,0,1,0
185,cus_ed2fe80e-499a-47ca-8f71-4f23ce512057,230647766,cus_SVh9i8bzNSb0Or,estefania@triadacollections.com,Estefania Arias,,CR,Active,New Lead,2025-06-16,39900.0,478800.0,1,1,0,0
186,cus_e5e1af94-9676-403a-84f7-3c0098f23b37,230014364,cus_ST984jQQpdAiAM,guillermo@concretocreativo.com,"Concreto Creativo, SA",,GT,Cancelled,New Lead,2025-06-16,0.0,0.0,0,0,1,0
187,cus_b756f20b-4d8a-42f9-87f6-cb847202eb14,230779147,cus_SWC8GXryNeMG0P,constructoralafloresta@gmail.com,MARLON BARRERA LUCERO,,GT,Cancelled,New Lead,2025-06-18,0.0,0.0,0,0,1,0
188,cus_9d1d6266-7aa9-4997-97a3-14d8b9c54040,231381602,cus_SYhf0OqG38T1rQ,mariana.nava@gmail.com,Mariana Nava,,PA,Active,New Lead,2025-06-24,30000.0,360000.0,1,1,0,0
189,cus_b533bd15-fc69-40aa-a317-1bac718aa5a2,231407296,cus_SYnveuDpNpQDmh,facturacion@mortcr.com,MORT Diseño y Construcción S.A,,CR,Active,New Lead,2025-06-24,30000.0,360000.0,1,1,0,0
190,cus_c2c01a98-7e60-40fe-80fe-873e2a82dcf9,231412528,cus_SYpfPzKtS8yA3a,dulce18larios@gmail.com,Rudy Ayala,,GT,Active,New Lead,2025-06-25,29167.0,350004.0,1,1,0,0
191,cus_07bbe6fe-fff6-4413-bccf-e84816b4125e,231489266,cus_SZ6w8Rx2ZF4oPC,lmanzanares@grupoestuco.com,GRUPO ARQVIVO,,MX,Cancelled,New Lead,2025-06-25,0.0,0.0,0,0,1,0
192,cus_358c728c-e6b8-4b75-8bba-1bb07467581b,231592178,cus_SZU0Gr8MDpLkqw,hmorales@estudiocho.com,"Estudiocho, S.A.",,GT,Active,New Lead,2025-06-26,30000.0,360000.0,1,1,0,0
193,cus_bd8b8fbc-2862-48b5-974d-ab293e7098e1,231602279,cus_SZWYg4CtFYCBRB,raguilar@ferco.com.gt,Claudia Aguilar,,GT,Cancelled,New Lead,2025-06-26,0.0,0.0,0,0,1,0
194,cus_8bdad5df-5bd2-4737-a93a-5201380b596d,231923423,cus_Sb6iyufiHqXc67,william.marcy08@gmail.com,CONSTRUCTORA IKTAN SA,,HN,Cancelled,New Lead,2025-07-01,0.0,0.0,0,0,1,0
195,cus_3875df0b-8db2-4f34-a984-c9ff5e8ecfcd,232007784,cus_SbQkSAVxV4RScm,acamacho@parcocr.com,Allan Camacho Ureña,,CR,Active,New Lead,2025-07-01,29167.0,350004.0,1,1,0,0
196,cus_d06540f5-20a7-4d66-8ae3-ff4514e8c827,232144722,cus_Sbm6RI7Lv6qCYC,risaxsa17@gmail.com,ISVETH PEREZ,,PA,Cancelled,New Lead,2025-07-02,0.0,0.0,0,0,1,0
197,cus_096a6c45-2ca0-4a37-a407-c4c6302d6c71,233387799,cus_ShkkmjPQ00cpR7,francisco.sanchez@sdarq.com.mx,Segura & Diaz Arquitectos,,MX,Cancelled,New Lead,2025-07-18,0.0,0.0,0,0,1,0
198,cus_639bca4c-59c4-4cf9-bc59-f5bc1e913b39,233574652,cus_Sipp6x8qH8ymUB,adi0929@hotmail.com,Adriana  Naranjo,,CR,Cancelled,New Lead,2025-07-21,0.0,0.0,0,0,1,0
199,cus_390e0900-299b-446e-8a2b-6f596298d7c4,233674184,cus_SjHw8Ri43fPNEr,oas.siac@gmail.com,"SERVICIOS INTEGRALES DE ARQUITECTURA, CONSTRUCCION Y MANTENIMIENTOASTUDILLO Y ASOCIADOS",,MX,Active,New Lead,2025-07-22,29010.0,348120.0,1,1,0,0
200,cus_d5c38534-552c-4a8a-a31f-62b35262a547,233901868,cus_SjzywfjqXxjwQE,slanda@asdesign.mx,Saavedra Diseño y Construcción S.A. de C.V.,,MX,Active,New Lead,2025-07-24,55000.0,660000.0,1,1,0,0
201,cus_1d5a716c-a23e-4ba2-8c60-18a2b89a86a0,233905492,cus_Sk1CKjKTkCjwdA,info@grupocrateck.com,GC CAVIMAR,,MX,Cancelled,New Lead,2025-07-24,0.0,0.0,0,0,1,0
202,cus_35a61c05-7a25-4ed2-8b2d-97f55c0311f5,234156937,cus_SlS9YCvG9VLwua,karinasabingomez@gmail.com,KARINA SABIN,,PA,Active,New Lead,2025-07-28,33333.0,399996.0,1,1,0,0
203,cus_9d476ac5-dc63-4f5a-9c7d-47cfc34272fe,234240120,cus_SlouI7po1DnbeG,ceibofactura@gmail.com,Constructora El Ceibo EyN,,CR,Active,New Lead,2025-07-29,40000.0,480000.0,1,1,0,0
204,cus_dea4fdee-24a4-4127-b1b7-51ae76dfde13,234258345,cus_SltLHY7xwUWriH,facturacion@contact-sites.com,CONTACT SITES SA,,CR,Cancelled,New Lead,2025-07-29,0.0,0.0,0,0,1,0
205,cus_7c712be0-8050-403e-a0e2-c32d024ad436,234434115,cus_Smg0wmAKISDaIg,nexodifa@gmail.com,NexoStudio,,CR,Cancelled,New Lead,2025-08-01,0.0,0.0,0,0,1,0
206,cus_32c1c1d0-6b34-47dc-bbaf-05ff09bc75d7,234514147,cus_Sn2wCNoPoR6fa6,info@clave.gt,Jorge Muralles,,GT,Cancelled,New Lead,2025-08-01,0.0,0.0,0,0,1,0
207,cus_43521861-5128-4cdf-8923-5e6c47630b80,234514455,cus_Sn33hoXczOMHVp,cperez@robla.com.mx,INGENIERIA URBANA ROBLA,,MX,Active,New Lead,2025-08-02,33333.0,399996.0,1,1,0,0
208,cus_c4d8d729-3599-4c12-9ef1-213ff5bde936,234792659,cus_SoRrycIznQVWZf,ebrenese@gmail.com,EMMANUEL BRENES E,,CR,Cancelled,New Lead,2025-08-05,0.0,0.0,0,0,1,0
209,cus_ae261007-b0d2-40c3-ac6e-410fcf33fd96,235195439,cus_SqQktlEurXDaRZ,redes.direccionsos@gmail.com,Azucena Castruita franco,,MX,Active,New Lead,2025-08-11,35000.0,420000.0,1,1,0,0
210,cus_170f037c-9375-4e0f-a5be-73328950dbd4,235393418,cus_SrAXmYyAlFNu3H,pablo.vieto.ing@gmail.com,Pablo Vieto,,CR,Active,New Lead,2025-08-13,37500.0,450000.0,1,1,0,0
211,cus_394561c9-9f44-4470-ae9b-76af5baffd85,236127960,cus_StJ8C9lARAwKVb,mariajose@gbarona.com,IA CONSTRUCTORA PENINSULAR,,MX,Cancelled,New Lead,2025-08-18,0.0,0.0,0,0,1,0
212,cus_128be950-66fc-4e8f-b5ae-615e532a74b6,236150438,cus_StOeOb2DcwrpoD,egossmann@unitransolutions.com,Erick,,GT,Cancelled,New Lead,2025-08-18,0.0,0.0,0,0,1,0
213,cus_91aced01-8384-4057-995b-67b57106be2a,236199500,cus_StckOn0gJWNUQp,melissa.arce@herrerocr.com,Inversiones Inmobiliarias Herrero Arce SRL,,CR,Active,New Lead,2025-08-19,30000.0,360000.0,1,1,0,0
214,cus_7e888b6b-87a5-440c-a7f8-1624c5536632,236221801,cus_Stgv2AB4lrCNmv,vresendez@subyl.com,SUBYL,,MX,Cancelled,New Lead,2025-08-19,0.0,0.0,0,0,1,0
215,cus_09420cc4-e590-402a-8bd7-1809d0126024,236243847,cus_StlVkYuIOaDUoV,sfernandez@noccah.com,Sergio Fernandez vaglio,,CR,Active,New Lead,2025-08-19,29167.0,350004.0,1,1,0,0
216,cus_e3285160-dd11-412a-b124-29fa5f33dd34,236347483,cus_Su3NIhDOYqaNRc,abdulgaribeh@gmail.com,abdul garibeh,,PA,Cancelled,New Lead,2025-08-20,0.0,0.0,0,0,1,0
217,cus_0c31b615-a56c-46ce-95a1-187374282117,236403128,cus_SuCchfBDU4FEfw,tony@tjnicaragua.com,Tony Otero Gonzalez,,NI,Cancelled,New Lead,2025-08-21,0.0,0.0,0,0,1,0
218,cus_00ed7952-5fed-4bfe-8cff-f5fef8217184,236990709,cus_Supfx0LGfIYuNW,jl@veinteidiezz.com,Jose L Irizzont Manzanero,,MX,Cancelled,New Lead,2025-08-22,0.0,0.0,0,0,1,0
219,cus_d493912d-9b6f-477e-b18a-a2c090ae0770,237001961,cus_SuqlzDweBEcnEE,ignacio.mujica@hidraire.cl,Hidraire Sistemas Contra Incendios Limitada,,CL,Active,New Lead,2025-08-22,37500.0,450000.0,1,1,0,0
220,cus_cfa31bb1-0ad7-4e7d-be2a-2812b18f209e,237281923,cus_SvvBh6jiGlP4EG,jlopez@grupoloma.com.mx,JOAQUIN LOPEZ LAVIADA,,MX,Cancelled,New Lead,2025-08-25,0.0,0.0,0,0,1,0
221,cus_bec30f22-99be-44c7-a877-e5b45d3f0b7a,237624908,cus_Swjfxff0lR4x5x,oficina@ingenierosyconsultores.com,KATTIA ORTIZ BRENES,,CR,Active,New Lead,2025-08-27,25000.0,300000.0,1,1,0,0
222,cus_af73cb9a-0bfe-485e-a722-96d9852a6d74,237730437,cus_Sx8tLxIAvjMlMD,admin@edisolcr.com,EDISOLUCIONES INTEGRALES EDISOL SRL,,CR,Active,New Lead,2025-08-28,37500.0,450000.0,1,1,0,0
223,cus_995ed33c-5f8d-4708-9101-dc9715f0286f,237819756,cus_SxVbKB9o8HuqpD,info@bazoingenieria.com,Andrés Bazo Roldan,,CR,Active,New Lead,2025-08-29,25000.0,300000.0,1,1,0,0
224,cus_3d7f01c6-628f-4fc9-87c7-e968017ad087,237823654,cus_SxX9JVflYXZg5t,jose.gamboa@gmb-cs.com,GMB CS Engineering Solutions SRL,,CR,Active,New Lead,2025-08-29,29167.0,350004.0,1,1,0,0
225,cus_1c952ee4-4e2b-4094-95e4-da751bb2ae65,238385058,cus_SyxOm7qGuW8I7J,karolinapg0612@gmail.com,Karolina Padilla,,US,Cancelled,New Lead,2025-09-02,0.0,0.0,0,0,1,0
226,cus_7f3d3784-0de1-4332-9664-ec1868090267,241576180,cus_T50S8rEMS7TesD,facturacion@icastilla.com,CORPORACION INMOBILIARIA CASATILLA,,MX,Cancelled,New Lead,2025-09-18,0.0,0.0,0,0,1,0
227,cus_c6f89768-4d66-42ce-b0d7-8fd8a3574252,242043533,cus_T6PWF21m1wJrGY,ruben.calderon@dp4.com.mx,Desarrollo punto cuatro,,MX,Cancelled,New Lead,2025-09-22,0.0,0.0,0,0,1,0
228,cus_a9c9ebf2-ce52-41bb-abfb-21a5dc6c4295,242045959,cus_T6Pt0lDPZLO0n1,proyectosinsigniahn@gmail.com,Fadi Maalouf,,HN,Cancelled,New Lead,2025-09-22,0.0,0.0,0,0,1,0
229,cus_56945f36-e61d-4390-ae97-3bc7505d8da5,242411239,cus_T7Zs3HGWgMafCx,contrerasrios.josean@gmail.com,Josean Contreras Rios,,MX,Past Due,New Lead,2025-09-25,30000.0,360000.0,1,0,0,1
230,cus_7de50579-6b61-4cff-bc0c-a6b52aa94593,242593287,cus_T80hY5PtEUITlD,jf@proyectosfj.com,Johnatan Fincheltub,,PA,Cancelled,New Lead,2025-09-26,0.0,0.0,0,0,1,0
231,cus_fe98aa03-3214-4eca-88d6-543125515145,242853259,cus_T9838yGqRWfeE5,darwinjrumana@gmail.com,Darwin  Umana,,HN,Past Due,New Lead,2025-09-29,25000.0,300000.0,1,0,0,1
